"branching_true","alpha_true","beta_true","replicate","n_events","observed_LR","branching_hat","p_empirical","p_corrected","reject","max_boot_LR","mean_boot_LR"
0.5,0.6,1.2,9,296,53.044653176241,0.558138149875874,0,0.0196078431372549,TRUE,7.5533007233829,0.990359097608672
0.5,0.6,1.2,10,298,49.0375928945153,0.457517075139627,0,0.0196078431372549,TRUE,7.50293818706126,0.999352590554433
0.5,0.6,1.2,11,335,17.4436325907836,0.314274076801455,0,0.0196078431372549,TRUE,7.22229092712178,0.783784622957424
0.5,0.6,1.2,12,301,24.1739025059206,0.417656550805517,0,0.0196078431372549,TRUE,11.1889597857774,1.11001138142086
0.5,0.6,1.2,13,309,54.5573017836915,0.52867192230392,0,0.0196078431372549,TRUE,10.2844064727233,1.10335817045965
0.5,0.6,1.2,14,283,66.4142268234012,0.464662955989405,0,0.0196078431372549,TRUE,5.91549582948949,0.69252117681504
0.5,0.6,1.2,15,307,42.2574429373253,0.49912950759884,0,0.0196078431372549,TRUE,6.23715024295166,1.12107428865881
0.5,0.6,1.2,16,334,99.850699117967,0.623201860952144,0,0.0196078431372549,TRUE,9.29881029778392,1.01213870272811
0.5,0.6,1.2,17,338,87.8652008019018,0.543576091697096,0,0.0196078431372549,TRUE,7.0364579368451,0.793079254780987
0.5,0.6,1.2,18,276,59.806349963931,0.532598249231913,0,0.0196078431372549,TRUE,11.2390566737482,0.853663098991646
0.5,0.6,1.2,19,309,33.7064445774648,0.538469754152255,0,0.0196078431372549,TRUE,9.33866054344344,0.706988811171337
0.5,0.6,1.2,20,220,24.1063295076358,0.360958489133334,0,0.0196078431372549,TRUE,8.69929894900679,0.888574567640259
0.5,0.6,1.2,21,307,19.2180488490769,0.232432660507996,0,0.0196078431372549,TRUE,7.60147430892503,1.05986747763164
0.5,0.6,1.2,22,290,64.3120746454001,0.535316522853396,0,0.0196078431372549,TRUE,8.91393775000176,0.992612992877214
0.5,0.6,1.2,23,404,35.4931437130372,0.405544246624866,0,0.0196078431372549,TRUE,4.82892297925382,0.937300051765256
0.5,0.6,1.2,24,278,54.9111757502249,0.498371160361318,0,0.0196078431372549,TRUE,5.55727208090173,0.826728321950627
0.5,0.6,1.2,25,272,39.7437679081378,0.492807691287801,0,0.0196078431372549,TRUE,8.40248794201142,0.935511010900206
0.5,0.6,1.2,26,294,37.56865339323,0.427719370345655,0,0.0196078431372549,TRUE,3.48230209431409,0.454743296442325
0.5,0.6,1.2,27,311,21.4780012989386,0.375140692557041,0,0.0196078431372549,TRUE,11.1677389022367,1.26894983272887
0.5,0.6,1.2,28,315,81.5316812677322,0.546644246657728,0,0.0196078431372549,TRUE,9.21263502457668,0.946689230181571
0.5,0.6,1.2,29,367,48.642582721668,0.404091726923749,0,0.0196078431372549,TRUE,5.96187456338126,1.03441528122927
0.5,0.6,1.2,30,296,42.4887584485286,0.494981826909314,0,0.0196078431372549,TRUE,2.95619411599915,0.527267919203407
